         61553 function calls (60774 primitive calls) in 58.221 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      116    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\packages\six.py:1014(ensure_text)
      192    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\utils.py:51(_has_surrogates)
       29    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\timeout.py:102(__init__)
      283    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       88    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\re.py:288(_compile)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:141(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\uuid.py:138(__init__)
  155/143    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:831(select_proxy)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1685(extract_cookies)
      223    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1031(__eq__)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:239(cert_verify)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\openai_object.py:14(__init__)
      136    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:267(__exit__)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\enum.py:423(__getattr__)
       48    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\structures.py:57(__iter__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:53(__init__)
      170    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       88    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\re.py:197(search)
       51    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:728(verify_mode)
      184    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\_policybase.py:311(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        7    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1680(callHandlers)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_.py:457(is_ipaddress)
      193    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1724(isEnabledFor)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:283(_put_conn)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\idna.py:145(encode)
        8    0.000    0.000    8.680    1.085 C:\Users\zas47\anaconda3\lib\http\client.py:1330(getresponse)
       16    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
        4    0.000    0.000    0.151    0.038 C:\Users\zas47\anaconda3\lib\site-packages\pyaudio\__init__.py:589(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1604(make_cookies)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:71(proxy_bypass_registry)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\wait.py:42(_retry_on_intr)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:921(_find_spec)
        4    0.000    0.000    4.340    1.085 C:\Users\zas47\anaconda3\lib\site-packages\requests\api.py:103(post)
        4    0.000    0.000    4.958    1.239 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:497(request_raw)
       37    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\packages\six.py:991(ensure_str)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:665(format)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:28(ip_address)
       16    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:967(send)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\decoder.py:332(decode)
       14    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1088(emit)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1407(_channel_managed_call_management)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:1967(_signature_bound_method)
        8    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:333(get_connection)
        4    0.000    0.000    4.961    1.240 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:369(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:248(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:837(__init__)
       68    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:679(__init__)
        5    0.000    0.000    8.737    1.747 C:\Users\zas47\anaconda3\lib\site-packages\pvcheetah\_factory.py:18(create)
       12    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:56(log_debug)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:611(prepare_cookies)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:504(urlunsplit)
      423    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1109(_checkClosed)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:258(__init__)
        4    0.000    0.000    0.004    0.001 C:\Users\zas47\anaconda3\lib\site-packages\pyaudio\__init__.py:449(close)
        5    0.000    0.000    0.299    0.060 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:161(_new_conn)
       48    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       98    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:279(_is_owned)
        8    0.000    0.000    0.586    0.073 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:1034(_validate_conn)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ntpath.py:103(join)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_match_hostname.py:98(match_hostname)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:533(get_encoding_from_headers)
      7/2    0.000    0.000    0.006    0.003 <frozen importlib._bootstrap>:1022(_find_and_load)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\brotli\brotli.py:373(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:263(connection_from_pool_key)
        4    0.000    0.000    0.036    0.009 C:\Users\zas47\anaconda3\lib\site-packages\pyaudio\__init__.py:495(stop_stream)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:998(_new_conn)
       45    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\enum.py:1026(_decompose)
       22    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:99(_intenum_converter)
       79    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1247(__hash__)
        4    0.000    0.000    0.004    0.001 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\llm.py:99(prep_prompts)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\queue.py:34(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:92(clear)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1028(_send_output)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:840(items)
       21    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:267(_remove_dups_flatten)
       50    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:947(__init__)
      104    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:1046(_validate_header_part)
       48    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:768(close)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1077(flush)
       60    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:398(_decode)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       17    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1138(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_resources\abstract\engine_api_resource.py:63(__prepare_create_request)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\__init__.py:299(loads)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:107(proxy_bypass)
      148    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:187(__iter__)
       10    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:1011(get_auth_from_url)
      232    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      197    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:120(__init__)
     16/4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\openai_object.py:104(construct_from)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:493(urlunparse)
       87    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\timeout.py:119(_validate_timeout)
      7/2    0.000    0.000    0.006    0.003 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\manager.py:972(env_var_is_set)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\structures.py:76(copy)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:279(helper)
       16    0.000    0.000    0.004    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:139(__exit__)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:106(_encode_params)
       11    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:174(init_poolmanager)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:190(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    4.968    1.242 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\base.py:250(run)
       14    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:955(handle)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:699(closed)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:140(get_cookie_header)
        4    0.000    0.000    4.960    1.240 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_resources\chat_completion.py:12(create)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
        8    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:819(get_environ_proxies)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:542(merge_cookies)
        4    0.000    0.000    0.010    0.002 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:458(_prepare_request_raw)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\enum.py:22(_is_dunder)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:431(_format)
       65    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       99    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:258(parse)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\manager.py:728(on_chain_start)
       26    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1455(debug)
        4    0.000    0.000    4.967    1.242 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\llm.py:77(generate)
       90    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\typing_extensions.py:169(_should_collect_from_parameters)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:115(__init__)
      136    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:223(<genexpr>)
      123    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       12    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:76(logfmt)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:248(connection_from_context)
      148    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 C:\Users\zas47\anaconda3\lib\subprocess.py:758(__init__)
        5    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:914(__init__)
      191    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:287(connection_from_url)
        1    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\grpc\experimental\__init__.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:29(_splitparam)
       21    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\hooks.py:15(default_hooks)
       16    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:178(_call_parse)
      102    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\queue.py:15(_qsize)
       45    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1758(__iter__)
        7    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1467(info)
       21    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:300(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:888(quote_from_bytes)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\copy.py:259(_reconstruct)
        4    0.000    0.000    4.963    1.241 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\base.py:160(generate_prompt)
       18    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:132(host)
       76    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1007(_output)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:208(putrequest)
       54    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\queue.py:18(_put)
      144    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:416(ensure_type)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:305(iter)
        5    0.000    0.000    0.247    0.049 C:\Users\zas47\anaconda3\lib\ssl.py:507(wrap_socket)
       93    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:223(get_value)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\uuid.py:718(uuid4)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:244(_get_conn)
   134/17    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\abc.py:121(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:1173(_ip_int_from_string)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\load\serializable.py:70(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:213(get_payload)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pyaudio\__init__.py:654(_remove_stream)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:253(statistics)
       11    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:47(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:225(connection_from_host)
       27    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1147(copy_with)
        7    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1600(_log)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
       28    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:912(acquire)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\base.py:376(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:893(default_headers)
        4    0.000    0.000    0.000    0.000 {built-in method _brotli.BrotliDecoderCreateInstance}
       20    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\retry.py:84(__init__)
      6/2    0.000    0.000    0.006    0.003 <frozen importlib._bootstrap>:664(_load_unlocked)
       16    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1199(send)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\functools.py:35(update_wrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:612(unwrap)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:795(iter_content)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:614(options)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:174(<lambda>)
        4    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:94(get_object_classes)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\encoder.py:104(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:159(resolve_redirects)
       16    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\typing.py:523(Optional)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:1878(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:799(mount)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:207(register_hook)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:335(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pvcheetah\_util.py:52(default_library_path)
      152    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\concurrent\futures\_base.py:465(exception)
       68    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1286(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:372(request_url)
       32    0.000    0.000    0.004    0.000 {built-in method builtins.next}
      105    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:137(_type_convert)
        1    0.000    0.000    0.009    0.009 C:\Users\zas47\anaconda3\lib\platform.py:360(win32_ver)
       16    0.000    0.000    0.004    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:431(_error_catcher)
       19    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1194(__getitem__)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\load\dump.py:21(dumpd)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:297(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\genericpath.py:39(isdir)
       98    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:483(close)
       48    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:654(_interpret_response_line)
      6/2    0.000    0.000    0.006    0.003 <frozen importlib._bootstrap_external>:877(exec_module)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:130(__enter__)
       44    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\queue.py:21(_get)
        4    0.000    0.000    4.967    1.242 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\llm.py:69(_call)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:85(path_url)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\load\dump.py:7(default)
       10    0.000    0.000    0.000    0.000 {built-in method pygame.mixer_music.play}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:375(_init_decoder)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:66(get_annotations)
       20    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1673(unary_unary)
       76    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1242(__eq__)
       21    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:806(filter)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:643(unquote)
        5    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:189(_new_pool)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1223(__getitem__)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.004    0.004 C:\Users\zas47\anaconda3\lib\subprocess.py:1354(_execute_child)
       48    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:862(__init__)
      200    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:103(_noop)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:184(close)
       93    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:234(format_field)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:429(flush)
    48/12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\retry.py:262(<genexpr>)
      102    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:910(urlencode)
        5    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\manager.py:695(on_chat_model_start)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_match_hostname.py:25(_dnsname_match)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:817(quote)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\retry.py:448(_is_method_retryable)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:531(_match_hostname)
        4    0.000    0.000    4.960    1.240 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:298(_completion_with_retry)
       60    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\_internal_utils.py:23(to_native_string)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      140    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1022(<genexpr>)
       12    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:91(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       33    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ntpath.py:35(_get_bothseps)
      127    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
