         364125 function calls (356761 primitive calls) in 13.916 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      145    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:2279(_signature_from_function)
       57    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:909(__iter__)
        6    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\threading.py:589(wait)
        2    0.000    0.000    0.015    0.008 C:\Users\zas47\anaconda3\lib\subprocess.py:461(run)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:664(<listcomp>)
        1    0.000    0.000    0.014    0.014 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:863(lex)
        1    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\grpc\experimental\__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1284(_send_request)
        2    0.000    0.000    0.015    0.008 C:\Users\zas47\anaconda3\lib\platform.py:261(_syscmd_ver)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:79(_default_key_normalizer)
       33    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       79    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\abc.py:117(__instancecheck__)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1138(__getitem__)
        2    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:457(prepare_request)
    18/16    0.000    0.000    0.002    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:417(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\brotli\brotli.py:373(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\_policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\yacc.py:3233(<listcomp>)
       61    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\structures.py:51(__getitem__)
       19    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:500(_parse_decl)
   137/20    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\abc.py:121(__subclasscheck__)
       31    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1910(p_brace_open)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        6    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\threading.py:916(start)
       28    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
      154    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1226(sendall)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\queue.py:154(get)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:659(__init__)
       12    0.000    0.000    0.068    0.006 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:162(_typeof_locked)
       39    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      9/5    0.000    0.000    0.017    0.003 {built-in method builtins.__import__}
      148    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\sre_parse.py:169(__setitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:497(get_all)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:194(get_netrc_auth)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:1332(_make_inheritable)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:389(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_lexer.py:303(t_ppline_FILENAME)
       17    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:947(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:156(__getitem__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:136(__init__)
        5    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:61(merge_setting)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:274(_normalize_host)
       53    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:196(Close)
       62    0.000    0.000    0.454    0.007 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:607(stream)
        2    0.000    0.000    3.008    1.504 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:500(request)
       28    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:1341(_filter_handle_list)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:283(_put_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\brotli\brotli.py:386(decompress)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:508(p_translation_unit_or_empty)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:597(formatTime)
     16/1    0.000    0.000    0.002    0.002 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:101(convert_to_openai_object)
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1088(emit)
        1    0.000    0.000    0.002    0.002 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:483(Union)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1082(putrequest)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\sre_parse.py:928(fix_flags)
        6    0.000    0.000    0.015    0.003 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\mediafoundation.py:182(_guidof)
       83    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:224(parse_headers)
       11    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:77(fmt)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:443(__del__)
       41    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:78(readline)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\retry.py:243(__init__)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:562(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.047    0.047 C:\Users\zas47\anaconda3\lib\site-packages\pydub\audio_segment.py:794(from_mp3)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\scipy\io\wavfile.py:541(read)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\yacc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1616(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:368(_create_chat_result)
        1    0.000    0.000    0.013    0.013 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:211(readtab)
       64    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\sre_compile.py:619(isstring)
        1    0.000    0.000    0.008    0.008 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:394(request_headers)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:251(input)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\audio_segment.py:92(extract_wav_headers)
      183    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:139(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1680(callHandlers)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:665(format)
        2    0.000    0.000    0.015    0.008 C:\Users\zas47\anaconda3\lib\subprocess.py:373(check_output)
      4/2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:2374(_signature_from_callable)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1266(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:350(__init__)
     35/3    0.000    0.000    0.104    0.035 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      179    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:417(close)
       21    0.000    0.000    0.046    0.002 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:242(new)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\plyparser.py:116(_create_param_rules)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:633(from_httplib)
       39    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:267(get_field)
        2    0.000    0.000    0.022    0.011 C:\Users\zas47\anaconda3\lib\socket.py:938(getaddrinfo)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\sre_parse.py:76(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:1(<module>)
        1    0.000    0.000    0.007    0.007 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\yacc.py:3214(yacc)
        2    0.000    0.000    0.113    0.057 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_.py:355(ssl_wrap_socket)
       35    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:215(add)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:335(to_key_val_list)
      4/1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\openai_object.py:131(refresh_from)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:900(make_accessor)
        1    0.000    0.000    0.021    0.021 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:19(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1172(p_direct_xxx_declarator_2)
      179    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       28    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:828(__contains__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1077(flush)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:885(__init__)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_resources\abstract\engine_api_resource.py:127(create)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1433(p_abstract_declarator_1)
       35    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:359(notify)
       46    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\_policybase.py:281(_sanitize_header)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\platform.py:233(_norm_version)
     17/1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\copy.py:128(deepcopy)
       20    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1499(unary_unary)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_ast.py:1(<module>)
       89    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\os.py:741(check_str)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:2919(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:167(_remove_line_directives)
       18    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:305(_idna_encode)
       35    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:170(_add_identifier)
       24    0.000    0.000    0.000    0.000 D:\GitHub Repos\salespro\run copy.py:103(render_final_words)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1549(findCaller)
       46    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\weakref.py:415(__getitem__)
        1    0.000    0.000    1.978    1.978 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\base.py:109(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:101(push)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:410(prepare_url)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\idna.py:145(encode)
       32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\openai_object.py:48(__setattr__)
       60    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:398(_decode)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ntpath.py:315(expanduser)
       31    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:157(_pop_scope)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:296(build_response)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:231(extend)
       75    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_ast.py:655(__init__)
        8    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       45    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\weakref.py:428(__setitem__)
       36    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:159(hostname)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:98(_preprocess_extern_python)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1127(p_enumerator)
       56    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\types.py:176(__get__)
    41/32    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1037(__hash__)
       16    0.000    0.000    0.111    0.007 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\yacc.py:323(parse)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       18    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:306(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:273(_create_retry_decorator)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:431(_format)
       76    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_match_hostname.py:98(match_hostname)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\cp1252.py:22(decode)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:484(prepare_headers)
       42    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1003(p_struct_or_union)
       53    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:171(__init__)
       21    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.newp}
        8    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:955(handle)
       17    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:221(putheader)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1548(_close)
       41    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:128(__next__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:231(request)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.fromfile}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:545(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:244(_remove_path_dot_segments)
    45/42    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       18    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:514(_push_exit_callback)
       38    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:279(_is_owned)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\manager.py:982(_configure)
        1    0.000    0.000    0.006    0.006 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\mediafoundation.py:673(_capture_client)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:2636(__init__)
       92    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      109    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:409(__subclasshook__)
        7    0.000    0.000    1.633    0.233 C:\Users\zas47\anaconda3\lib\subprocess.py:1204(wait)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\base_language.py:96(all_required_field_names)
       75    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_ast.py:833(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:195(replace_keeping_newlines)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:564(get_content_type)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:28(ip_address)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1253(_run_channel_spin_thread)
        1    0.000    0.000    0.100    0.100 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\__init__.py:1(<module>)
    30/28    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\os.py:817(fsdecode)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\audio_segment.py:108(read_wav_audio)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\functools.py:35(update_wrapper)
        4    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1467(info)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\audio_segment.py:179(__init__)
       31    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:154(_push_scope)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\plyparser.py:35(_create_opt_rule)
       15    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        2    0.000    0.000    0.098    0.049 C:\Users\zas47\anaconda3\lib\ssl.py:1335(do_handshake)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_.py:457(is_ipaddress)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:396(get_cached_btype)
       30    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\typing_extensions.py:111(_should_collect_from_parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:837(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:949(_build_enum_type)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:99(_intenum_converter)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:912(acquire)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:35(__init__)
        1    0.000    0.000    0.007    0.007 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 D:\GitHub Repos\salespro\run copy.py:28(add_silence_to_wav)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\__init__.py:183(dumps)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1685(extract_cookies)
       13    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:1027(check_header_validity)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:519(build_baseinttype)
       92    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.008    0.002 C:\Users\zas47\anaconda3\lib\threading.py:1064(join)
       26    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:160(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:1430(current_thread)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1147(copy_with)
        2    0.000    0.000    0.114    0.057 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:161(_new_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1361(add_cookie_header)
        2    0.000    0.000    0.229    0.114 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:1034(_validate_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\parser.py:41(parse)
       20    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:888(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:200(_hostinfo)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1673(p_binary_expression)
       90    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:728(verify_mode)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\timeout.py:102(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:267(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\encoder.py:182(encode)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1108(p_enumerator_list)
       26    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_common.py:70(encode)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:759(should_bypass_proxies)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\enum.py:947(_create_pseudo_member_)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1227(vals_sorted_by_key)
       22    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:339(get_official_name)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:998(_new_conn)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:318(_generate)
       75    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1031(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\utils.py:202(fsdecode)
