         364125 function calls (356761 primitive calls) in 13.916 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1699(p_cast_expression_1)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1738(p_postfix_expression_1)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        1    0.000    0.000    0.008    0.008 C:\Users\zas47\anaconda3\lib\platform.py:1181(platform)
       42    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:180(_put_back_line_directives)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_ast.py:369(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\lextab.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_struct_type}
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\__init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1223(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:919(release)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:120(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:132(host)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\connection.py:100(_set_socket_options)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:527(wrap)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\genericpath.py:39(isdir)
       47    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1022(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:1272(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\retry.py:84(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:78(_make_session)
       25    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1273(_channel_managed_call_management)
       39    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:234(format_field)
        1    0.000    0.000    0.000    0.000 D:\GitHub Repos\salespro\sales_gpt.py:60(from_llm)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:191(_consume_request_iterator)
       34    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:223(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:47(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:248(connection_from_context)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\request.py:2661(getproxies_registry)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:190(__init__)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_resources\chat_completion.py:12(create)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:258(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_lexer.py:67(reset_lineno)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ctypes\util.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\callbacks\manager.py:728(on_chain_start)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:297(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\formatting.py:31(validate_input_variables)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:494(_real_close)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:178(_call_parse)
       26    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:1046(_validate_header_part)
        1    0.000    0.000    1.978    1.978 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\base.py:250(run)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:375(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:316(build_backend_type)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.channel_credentials_insecure}
       39    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:279(helper)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:359(getMessage)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:423(usesTime)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1315(getLogger)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1585(makeRecord)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:514(family)
       68    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1109(_checkClosed)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:493(urlunparse)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\uuid.py:718(uuid4)
        2    0.000    0.000    0.099    0.049 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_.py:481(_ssl_wrap_socket_impl)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:225(connection_from_host)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\base.py:160(generate_prompt)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\scipy\io\wavfile.py:320(_read_fmt_chunk)
       12    0.000    0.000    0.065    0.005 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:551(parse_type)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1151(getpeercert)
        1    0.000    0.000    0.101    0.101 C:\Users\zas47\anaconda3\lib\site-packages\soniox\transcribe_live.py:99(transcribe_microphone)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\platform.py:545(_platform)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:208(putrequest)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:533(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:188(build_extra)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:937(p_specifier_qualifier_list_4)
     13/7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:401(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:932(format)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:699(closed)
        1    0.000    0.000    0.041    0.041 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\mediafoundation.py:142(default_microphone)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:517(p_translation_unit_1)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:116(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:219(_acquireLock)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:163(vformat)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:483(close)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:300(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:333(get_connection)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:106(_encode_params)
        3    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
       39    0.000    0.000    0.000    0.000 {built-in method _string.formatter_field_name_split}
        1    0.000    0.000    0.004    0.004 C:\Users\zas47\anaconda3\lib\site-packages\grpc\__init__.py:1981(secure_channel)
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\message.py:213(get_payload)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:531(_match_hostname)
       36    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\url.py:416(ensure_type)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:174(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:253(statistics)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\audio_segment.py:135(fix_wav_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:102(PrimitiveType)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ntpath.py:229(splitext)
       19    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1007(_output)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:372(request_url)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:299(begin)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\formatting.py:20(vformat)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\scipy\io\wavfile.py:838(_array_tofile)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:1143(<genexpr>)
       56    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\enum.py:801(value)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:618(options)
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\shutil.py:1492(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\poolmanager.py:287(connection_from_url)
        1    0.000    0.000    1.978    1.978 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\llm.py:77(generate)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:643(usesTime)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ssl.py:1199(send)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:305(iter)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\functools.py:961(__get__)
        1    0.000    0.000    0.004    0.004 C:\Users\zas47\anaconda3\lib\site-packages\soniox\speech_service.py:80(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\typing_extensions.py:89(_check_generic)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ipaddress.py:1606(_ip_int_from_string)
       54    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\_collections_abc.py:862(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1626(handle)
     12/3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\retry.py:262(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\wave.py:469(_write_header)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:1542(_unsubscribe_all)
        3    0.000    0.000    0.000    0.000 {built-in method nt.close}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:429(flush)
        1    0.000    0.000    1.978    1.978 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\llm.py:69(_call)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\experimental\__init__.py:72(experimental_api)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:148(_warn_for_string_literal)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       21    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:389(notify_all)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\concurrent\futures\_base.py:465(exception)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:488(_decref_socketios)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\retry.py:448(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:214(validate_environment)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:298(_completion_with_retry)
       29    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:1037(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\cookies.py:542(merge_cookies)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:335(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\lock.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       30    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1710(getEffectiveLevel)
       17    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:1286(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\utils.py:819(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:654(_interpret_response_line)
        1    0.000    0.000    0.059    0.059 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\mediafoundation.py:466(recorder)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:213(sizeof)
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:888(quote_from_bytes)
        1    0.000    0.000    0.002    0.002 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:94(get_object_classes)
        1    0.000    0.000    0.074    0.074 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:119(_cdef)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:174(build_backend_type)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:816(p_declaration_specifiers_4)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\contextlib.py:130(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:1198(daemon)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1204(emit)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\pathlib.py:621(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:75(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:420(_flush_decoder)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chains\base.py:222(prep_inputs)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:911(__getattr__)
       16    0.000    0.000    0.021    0.001 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:50(_get_parser)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\encodings\__init__.py:43(normalize_encoding)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\ntpath.py:35(_get_bothseps)
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:438(format)
        5    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:1348(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\pathlib.py:569(_parse_args)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\load\serializable.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\openai.py:96(_convert_dict_to_message)
        1    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_resources\experimental\__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\threading.py:276(_acquire_restore)
        1    0.000    0.000    0.004    0.004 C:\Users\zas47\anaconda3\lib\site-packages\soniox\speech_service.py:68(create_channel)
       21    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\typing.py:515(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\concurrent\futures\_base.py:330(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:963(_prepare_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\adapters.py:362(close)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\load\dump.py:7(default)
        1    0.000    0.000    1.977    1.977 C:\Users\zas47\anaconda3\lib\site-packages\langchain\chat_models\base.py:95(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1286(p_type_qualifier_list)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_lexer.py:24(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\subprocess.py:201(Detach)
       50    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:103(_noop)
        4    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\ssl_.py:211(resolve_cert_reqs)
       14    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:649(formatMessage)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\site-packages\cffi\api.py:137(dlopen)
       19    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\model.py:469(check_not_partial)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:297(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\commontypes.py:55(win_common_types)
        6    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.sizeof}
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:2071(getLogger)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\platform.py:790(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\_collections.py:61(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:375(_init_decoder)
       33    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\logging\__init__.py:1366(_fixupParents)
       39    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\string.py:238(convert_field)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\socket.py:504(detach)
        2    0.000    0.000    0.001    0.001 C:\Users\zas47\anaconda3\lib\ssl.py:488(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:612(unwrap)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\client.py:953(close)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connection.py:323(set_cert)
       11    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\util\queue.py:21(_get)
        1    0.000    0.000    1.975    1.975 C:\Users\zas47\anaconda3\lib\site-packages\openai\api_requestor.py:205(request)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\openai\util.py:33(from_str)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pydub\utils.py:53(_fd_or_path_or_tempfile)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\soundcard\mediafoundation.py:20(_COMLibrary)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\cffi\cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\collections\__init__.py:443(_asdict)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:116(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\response.py:323(_init_length)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:426(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\grpc\_channel.py:283(_InactiveRpcError)
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_parser.py:1102(p_enum_specifier_3)
       16    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\c_ast.py:587(__init__)
       26    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       10    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\inspect.py:2968(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\urllib3\connectionpool.py:244(_get_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\http\cookiejar.py:1302(_cookie_attrs)
       15    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\_internal_utils.py:23(to_native_string)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\requests\models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\tenacity\__init__.py:467(set_result)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\langchain\prompts\base.py:129(validate_variable_names)
        4    0.000    0.000    0.000    0.000 D:\GitHub Repos\salespro\logger.py:13(filter)
        1    0.000    0.000    0.003    0.003 C:\Users\zas47\anaconda3\lib\site-packages\pydub\utils.py:188(get_prober_name)
        1    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\site-packages\pycparser\ply\lex.py:570(get_all)
        5    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\json\encoder.py:104(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\urllib\parse.py:910(urlencode)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 C:\Users\zas47\anaconda3\lib\email\feedparser.py:184(close)
